,text,label,relations,len
1481,President Abdel Fattah al-Sisi posed for a photo op with Arab leaders and Chinese President Xi Jinping ahead of the Arab-Chinese summit in Riyadh.,<triplet> President Abdel Fattah al-Sisi <subj> Arab leaders <obj> Consult <triplet> President Abdel Fattah al-Sisi <subj> Chinese President Xi Jinping <obj> Consult,"['Consult', 'Consult']",2
1482,"President Abdel Fattah al-Sisi's participation in the Arab-Chinese summit in Riyadh comes in light of Egypt’s keenness to bolster historical relations between Arab states and China, as well as to contribute effectively to the efforts meant to …
The post President Abdel Fattah al-Sisi poses for photo op with Arab leaders, Xi Jinping appeared first on Egypt Independent.",<triplet> President Abdel Fattah al-Sisi <subj> Arab-Chinese summit <obj> Consult <triplet> Egypt <subj> China <obj> Express Intend to Cooperate,"['Consult', 'Express Intend to Cooperate']",2
1483,Jaroslaw Szymczyk says Jaroslaw Szymczyk accidentally set off a grenade launcher given to Jaroslaw Szymczyk as a gift by Ukraine.,<triplet> Ukraine <subj> Jaroslaw Szymczyk <obj> Engage In Material Cooperation <triplet> Jaroslaw Szymczyk <subj> Jaroslaw Szymczyk <obj> Make Public Statement <triplet> Jaroslaw Szymczyk <subj> Ukraine <obj> Make Public Statement,"['Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement']",3
1484,"Protesters leave Ulaanbaatar’s city square, MPs no longer considering state of emergency.",<triplet> Protesters <subj> Ulaanbaatar’s city square <obj> Yield,['Yield'],1
1485,It is reported that Protesters had left Ulaanbaatar’s's central square by 11:00 p.m. local time,<triplet> Protesters <subj> Ulaanbaatar’s's central square <obj> Yield,['Yield'],1
1486,"Several Iranian protesters at risk of imminent execution, rights groups say.",<triplet> rights groups <subj> Several Iranian protesters <obj> Make Public Statement,['Make Public Statement'],1
1487,"rights groups warned Sunday that Several Iranian protesters are at imminent risk of execution, following an international backlash against the clerical regime's first hanging linked to ongoing demonstrations.",<triplet> rights groups <subj> Several Iranian protesters <obj> Make Public Statement <triplet> an international backlash <subj> clerical regime <obj> Disapprove,"['Make Public Statement', 'Disapprove']",2
1488,"Earlier, Ukrainian Foreign Minister Dmitry Kuleba said suspicious packages had been sent to Ukraine’s's embassies in Italy, Poland, Portugal, Romania and other nations","<triplet> Ukrainian Foreign Minister Dmitry Kuleba <subj> Ukraine’s's embassies in Italy, Poland, Portugal, Romania and other nations <obj> Make Public Statement",['Make Public Statement'],1
1489,Serbian official calls on Europe not to ignore guns in hands of Kosovo police.,<triplet> Serbian official <subj> Europe <obj> Appeal <triplet> Serbian official <subj> Kosovo police <obj> Make Public Statement,"['Appeal', 'Make Public Statement']",2
1490,"A protester and a policeman dead as protesters, police clash in southern Syria.",<triplet> police <subj> protesters <obj> Assault,['Assault'],1
1491,A protester and a policeman were killed Sunday in Syria's southern city of Sweida as security forces cracked down on a rare demonstration by hundreds against deteriorating living conditions.,<triplet> a rare demonstration by hundreds <subj> Syria's southern city of Sweida <obj> Protest <triplet> security forces <subj> a rare demonstration by hundreds <obj> Assault,"['Protest', 'Assault']",2
1492,Zelensky says discussed with Erdogan possible expansion of grain deal.,<triplet> Zelensky <subj> Erdogan <obj> Consult,['Consult'],1
1493,Your Wednesday Briefing: Zelensky Visits Bakhmut.,<triplet> Zelensky <subj> Bakhmut <obj> Consult,['Consult'],1
1494,"Two government ministers resigned after New Leader, deployed the military to crack down on the demonstrations that have convulsed Peru.",<triplet> military <subj> the demonstrations <obj> Assault <triplet> the demonstrations <subj> Peru <obj> Protest <triplet> Two government ministers <subj> New Leader <obj> Reduce Relations,"['Assault', 'Protest', 'Reduce Relations']",3
1495,‘A clear message’: UN council demands end to violence in historic Myanmar vote.,<triplet> UN council <subj> historic Myanmar vote <obj> Demand,['Demand'],1
1497,Egypt re-Egypt’s re-election for membership of UN Peacebuilding Commission.,<triplet> Egypt <subj> membership of UN Peacebuilding Commission <obj> Appeal,['Appeal'],1
1498,The UN General Assembly approved the re-election of Egypt to the membership of UN Peacebuilding Commission for a two-year term during 2023/2024.,<triplet> The UN General Assembly <subj> Egypt <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1499,"Permanent Representative of Egypt to UN in New York, Osama Abdel Khalek, stated that Egypt re-election comes after obtaining the support of the African Group in New York.","<triplet> Permanent Representative of Egypt to UN in New York, Osama Abdel Khalek <subj> Egypt <obj> Make Public Statement <triplet> Permanent Representative of Egypt to UN in New York, Osama Abdel Khalek <subj> the African Group in New York <obj> Make Public Statement <triplet> the African Group in New York <subj> Egypt <obj> Engage In Diplomatic Cooperation","['Make Public Statement', 'Make Public Statement', 'Engage In Diplomatic Cooperation']",3
1500,Iran’s former president urges government to be more lenient with protesters.,<triplet> Iran’s former president <subj> government <obj> Appeal,['Appeal'],1
1501,"Iran’s's former president Mohammad Khatami has urged government to be more lenient with protesters, amid ongoing nationwide demonstrations representing the biggest challenge to the Islamic Republic in decades.",<triplet> ongoing nationwide demonstrations <subj> the Islamic Republic <obj> Protest <triplet> Iran’s's former president Mohammad Khatami <subj> government <obj> Appeal,"['Protest', 'Appeal']",2
1502,"Iran’s former president said government must listen to the demonstrators before it is too late, in a message on Tuesday ahead of Students’ Day",<triplet> Iran’s former president <subj> government <obj> Make Public Statement,['Make Public Statement'],1
1503,EU corruption scandal: MEP denies Qatar bribery after over €1m seized.,<triplet> MEP <subj> Qatar bribery <obj> Make Public Statement,['Make Public Statement'],1
1504,"Eva Kaili, one of four suspects, is stripped of Eva Kaili, one of four suspects's role as vice president of the European Parliament.","<triplet> the European Parliament <subj> Eva Kaili, one of four suspects <obj> Reduce Relations",['Reduce Relations'],1
1505,"Iran has material to create more than one nuclear bomb, IAEA reveals.",<triplet> IAEA reveals <subj> Iran <obj> Make Public Statement,['Make Public Statement'],1
1506,"In November, Iran stated that Iran would reconsider Iran's agreements with IAEA in light of IAEA's adoption of a resolution urging Tehran to immediately explain the origin of nuclear material found earlier at Tehran facilities and provide relevant documents and access to the country’s facilities",<triplet> a resolution <subj> Tehran <obj> Appeal <triplet> Iran <subj> Iran <obj> Make Public Statement <triplet> IAEA <subj> a resolution <obj> Engage In Diplomatic Cooperation <triplet> Iran <subj> Iran's agreements with IAEA <obj> Reduce Relations <triplet> Iran <subj> Iran's agreements with IAEA <obj> Make Public Statement,"['Appeal', 'Make Public Statement', 'Engage In Diplomatic Cooperation', 'Reduce Relations', 'Make Public Statement']",5
1507,China security forces are well-prepared for quashing dissent.,<triplet> China security forces <subj> dissent <obj> Exhibit Military Posture,['Exhibit Military Posture'],1
1508,"While much smaller in scale, the Covid protests were the most significant since the 1989 student-led pro-democracy movement centered on Beijing’s Tiananmen Square that the regime still views as the regime's greatest existential crisis",<triplet> the Covid protests <subj> the regime <obj> Protest <triplet> the 1989 student-led pro-democracy movement <subj> the regime <obj> Protest,"['Protest', 'Protest']",2
1509,Ardern issues historic Maori apology and $155m in redress.,<triplet> Ardern <subj> Maori <obj> Yield,['Yield'],1
1511,Many African Americans are fascinated by Liberia.,<triplet> Many African Americans <subj> Liberia <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1512,The US military says Abu al-Hassan al-Qurayshi was killed by rebels in southern Syria last month.,<triplet>  rebels in southern Syri <subj>  Abu al-Hassan al-Quraysh <obj> Assault,['Assault'],1
1513,China announced Wednesday a nationwide loosening of Covid-19 restrictions following protests against the hardline strategy that grew into calls for greater political freedoms.,<triplet> protests <subj> greater political freedoms <obj> Demand <triplet> China <subj> protests <obj> Yield,"['Demand', 'Yield']",2
1514,South Africa's ANC says will oppose any parliament bid to oust Ramaphosa.,<triplet> parliament bid <subj> Ramaphosa <obj> Disapprove <triplet> South Africa's ANC <subj> parliament bid <obj> Disapprove,"['Disapprove', 'Disapprove']",2
1515,Convicted UK mercenary returns to Ukraine 10 weeks after exchange — report.,<triplet> Convicted UK mercenary <subj> Ukraine <obj> Consult,['Consult'],1
1516,"Three weeks ago, Aiden Aslin - the second UK mercenary, who suffered the same fate as Pinner - also stated Aiden Aslin - the second UK mercenary, who suffered the same fate as Pinner's intent to return to Ukraine",<triplet> Aiden Aslin - the second UK mercenary <subj> Ukraine <obj> Make Public Statement,['Make Public Statement'],1
1517,"Police say Police are looking for white car sought by police and any occupants, who may have information about the case.",<triplet> Police <subj> occupants <obj> Appeal <triplet> Police <subj> white car sought by police <obj> Investigate <triplet> Police <subj> Police <obj> Make Public Statement,"['Appeal', 'Investigate', 'Make Public Statement']",3
1518,World Leaders Pledge $1 Billion in Immediate Aid for Ukraine.,<triplet> World Leaders <subj> Ukraine <obj> Provide Aid,['Provide Aid'],1
1519,"Jakarta, IndonesiaCNN —  IndonesiaCNN has released on parole Umar Patek, a bomb maker in the deadly 2002 Bali attacks, the Ministry of Law and Human Rights said on Wednesday.","<triplet> the Ministry of Law and Human Rights <subj> IndonesiaCNN <obj> Make Public Statement <triplet> the Ministry of Law and Human Rights <subj> Umar Patek, a bomb maker in the deadly 2002 Bali attacks <obj> Make Public Statement <triplet> IndonesiaCNN <subj> Umar Patek, a bomb maker in the deadly 2002 Bali attacks <obj> Yield","['Make Public Statement', 'Make Public Statement', 'Yield']",3
1520,"Bali bomber, was jailed for 20 years in 2012 after Bali bomber was found guilty of mixing bombs that ripped through two Bali nightclubs, …
The post Bali bomber released on parole after serving half of 20-year sentence",<triplet> Bali bomber <subj> two Bali nightclubs <obj> Assault,['Assault'],1
1521,Zelenskyy named 'Time' person of year for 2022.,<triplet> Time <subj> Zelenskyy <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1522,Ukrainian President Volodymyr Zelenskyy named 'Time' person of year for 2022.,<triplet> Time <subj> Ukrainian President Volodymyr Zelenskyy <obj> Engage In Diplomatic Cooperation,['Engage In Diplomatic Cooperation'],1
1523,"Three people are killed by explosions at the airfields, which Russia blames on Ukrainian drones.",<triplet> Ukrainian drones <subj> Three people <obj> Fight <triplet> Russia <subj> Ukrainian drones <obj> Disapprove,"['Fight', 'Disapprove']",2
1524,Peru’s president tried to dissolve Congress.,<triplet> Peru’s president <subj> Congress <obj> Reduce Relations,['Reduce Relations'],1
1525,"In a cinematic conclusion to Peru’s president's tenure as leader of Peru’s, Peru’s president was arrested after Peru’s president attempted to dissolve Congress in a desperate ...",<triplet> Peru’s president <subj> Congress <obj> Reduce Relations,['Reduce Relations'],1
