,subj,rel,obj,text
4354,Saudi Arabia's French coach,align,Saudi Arabia,"""All the stars in the sky were aligned for Saudi Arabia, but don't forget Argentina are still a fantastic team,"" said Saudi Arabia's French coach Herve Renard after Saturday’s crunch clash against Mexico."
4355,President Alberto Fernández,have,Spain’s Prime Minister Pedro Sánchez,"What is certain is that at the G20 Leaders Summit in Bali, Indonesia, there were moments of great anguish for the presidential entourage when President Alberto Fernández’s almost fainted during a conversation President Alberto Fernández’s was having with Spain’s Prime Minister Pedro Sánchez on the sidelines of the G20 Leaders Summit in Bali, Indonesia."
4356,President Alberto Fernández,try,President Alberto Fernández’s's denials,"Despite President Alberto Fernández’s's denials (President Alberto Fernández’s tried to play down the incident), the incident was serious."
4357,Former ISI head Lt General Asim Munir,post,the army HQ,Former ISI head Lt General Asim Munir is currently posted at the army HQ in Rawalpindi as quartermaster general in charge of supplies for the military.
4358,Former ISI head Lt General Asim Munir's appointment,have,Pakistan’s's relations,"Political experts said Former ISI head Lt General Asim Munir's appointment could have a bearing on Pakistan’s's fragile democracy, Pakistan’s's relations with neighbouring India and Taliban-governed Afghanistan, as well as policies and engagements with China and the US."
4359,The energy ministry,reconnecte,three Ukrainian nuclear plants,The energy ministry said that three Ukrainian nuclear plants had been reconnected by Thursday morning.
4360,Apple,have,AFP Apple,"Apple told AFP Apple had representatives on the ground at an iPhone factory and was ""reviewing the situation and working closely with Foxconn’s to ensure their employees' concerns are addressed""."
4361,Indonesian rescuers,narrow,Indonesian rescuers's focus,"Cianjur: On the fourth day of an increasingly urgent search, Indonesian rescuers narrowed Indonesian rescuers's focus on Thursday to a landslide where dozens of people were believed trapped after an earthquake killed at least 272, more than a third of dozens of people children."
4362,Indonesian rescuers,narrow,Indonesian rescuers's focus,"Indonesian rescuers have narrowed Indonesian rescuers's focus to a landslide where dozens of people were believed trapped after an earthquake killed at least 272, more than a third of dozens of people children."
4363,current PM Anthony Albanese,owe,the Australian people,"current PM Anthony Albanese said the Australian people were owed an apology after being ""misled over the structure of the Australian people's government""."
4364,former Treasurer Josh Frydenberg,swear,the treasury portfolio,"the former prime minister was a close political ally and still hasn't apologised for secretly swearing former Treasurer Josh Frydenberg into the treasury portfolio, Mr Frydenberg - who lost former Treasurer Josh Frydenberg's seat at the election - has told columnist and author Niki Savva."
4365,the US,rely,the Kurdish forces,"During the international campaign against Islamic State (IS) group, the US relied heavily on the Kurdish forces to root out the militants from Syria, and The Syrian Democratic Forces (SDF) is still in charge of the prisons and detention camps that hold suspected Islamic State (IS) group fighters and suspected IS fighters's families."
4366,the US,root,Syria,"During the international campaign against Islamic State (IS) group, the US relied heavily on the Kurdish forces to root out the militants from Syria, and The Syrian Democratic Forces (SDF) is still in charge of the prisons and detention camps that hold suspected Islamic State (IS) group fighters and suspected IS fighters's families."
4367,Jeffrey Epstein,turn,Deutsche Bank,the lawsuit filed against JP Morgan Chase suggests that Jeffrey Epstein turned to Deutsche Bank when ties were severed with JP Morgan Chase around 2013.
4368,Deutsche Bank,classify,Jeffrey Epstein,"New York banking regulators concluded that ""although Deutsche Bank properly classified Jeffrey Epstein as high-risk, [Deutsche Bank] failed to scrutinise the activity in its accounts for the kinds of activity that were obviously implicated by Jeffrey Epstein's past""."
4369,Former German Chancellor Angela Merkel,have,Spiegel news,"""But Former German Chancellor Angela Merkel didn't have the power to get Former German Chancellor Angela Merkel's way,"" Former German Chancellor Angela Merkel told Spiegel news."
4370,news,finish,Spiegel,"Former German Chancellor Angela Merkel paid a final visit to Moscow in August 2021, and told Spiegel news that ""the feeling was very clear: 'In terms of power politics you're finished'. """
4371,Elon Musk,reactivate,the Twitter accounts,Elon Musk has also reactivated the Twitter accounts of rapper Ye (formerly Kanye West) and influencer Andrew Tate.
4372,Health Minister Jane Ruth Aceng,be,the BBC,"""This is to ensure the parents don't go into Mubende and Kassanda, another of the worst-affected districts and the learners coming out of boarding schools don't go into communities"" in the outbreak epicentre, Health Minister Jane Ruth Aceng told the BBC."
4373,ActionAid's Xavier Ejoyi,think,the BBC,"""ActionAid's think the data that has been put out there is confirmed data, but ActionAid's do not believe the data that has been put out there's exhaustive,"" ActionAid's Xavier Ejoyi told the BBC."
4374,""" Vikram Singh",be,the BBC,"""A ball-by-ball commentary is detrimental to the cause of the police investigation and disrespects his live-in partner of three years,"" Vikram Singh, who retired as director general of police in the state of Uttar Pradesh told the BBC."
4375,Germany's Merkel,be,the Spiegel news magazine,"Referring to Germany's Merkel's farewell visit to Moscow in August 2021, Germany's Merkel told the Spiegel news magazine: ""The feeling was very clear: 'In terms of power politics, you're through. '"
4376,Germany's Merkel,be,the Spiegel news magazine,"Referring to Germany's Merkel's farewell visit to Moscow in August 2021, Germany's Merkel told the Spiegel news magazine: ""The feeling was very clear: 'In terms of power politics, you're through. '"
4377,Petro Kotin,reconnecte,Russian air strikes,"Petro Kotin, head of nuclear power company Energoatom, said in a statement Thursday that the vast nuclear power plant in the Zaporizhzhia region had been reconnected to the national power grid after Russian air strikes on Wednesday's, and that the backup diesel generators at the vast nuclear power plant in the Zaporizhzhia region had been turned off."
4378,an apparently stray Ukrainian defense projectile,fall,Poland,Germany said earlier this week that Germany offered Warsaw Eurofighter planes and Patriot defense systems to help defend Poland airspace after two men were killed when an apparently stray Ukrainian defense projectile fell in Poland near the border with Ukraine.
4379,Ukraine's energy ministry,reconnecte,all Ukraine's nuclear reactors,"10:12am: Ukraine nuclear plants reconnected to grid after strikes, says energy ministryAll all Ukraine's nuclear reactors have been reconnected to the electricity grid, Ukraine's energy ministry said Thursday, after Russian strikes a day earlier forced all Ukraine's nuclear reactors to automatically disconnect."
4380,Russian missile strikes,be,Kyiv's biggest outages,"9:42am: Most Kyiv residents without power, heating, water supplyMore than two thirds of Kyiv is still without power Thursday morning with residents struggling without electricity, heating and running water, a day after Russian missile strikes caused Kyiv's biggest outages in nine months of war."
4381,the Kiev government,fix,Ukraine's power system,"The article, published on Thursday, says that the Kiev government needs several hundred million dollars in aid in addition to the Ukrainian budget's funds to urgently fix Ukraine's power system."
4382,the Monument,relocate,Odessa’s Founders,"The city hall of Ukraine’s coastal city of Odessa has the decision to dismantle and relocate the Monument to Odessa’s Founders to dismantle and relocate the monument to Empress Catherine the Great, on whose decree Ukraine’s coastal city of Odessa was founded in late 18th century."
4383,the Monument,relocate,Ukraine’s coastal city,"""During a session of the executive committee of the Odessa City Council, ExCo members supported the decision to dismantle and relocate the Monument to Ukraine’s coastal city of Odessa's Founders,"" referring to the monument to Empress Catherine the Great, on whose decree the city was founded in late 18th century by the monument to Empress Catherine the Great, on whose decree the city was founded in late 18th century's official name."
4384,the Energy Community countries's gas import needs,consume,EU,"""In practice, member states agreed that gas companies and companies consuming gas in EU and the Energy Community countries will submit gas companies and companies consuming gas in EU and the Energy Community countries's gas import needs."
4385,EU countries,delegate,the European Commission,This means that EU countries have delegated another portion of EU countries's sovereign functions to the European Commission.
4386,the Islamic Republic Islamic Republic,grip,Tehran,"the Islamic Republic Islamic Republic has been gripped by nationwide protests since the death of 22-year-old Mahsa Amini in the custody of the country's morality police, in Tehran on Oct."
